district,week,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,district_1,district_2
Sinjar,2325,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2326,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2327,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2328,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2329,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2330,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2331,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2332,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2333,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2334,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2335,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2336,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2337,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2338,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2339,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2340,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2341,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2342,1,1,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2343,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2344,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2345,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2346,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2347,2,2,2,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2348,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2349,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2350,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2351,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2352,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2353,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2354,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2355,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2356,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2357,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2358,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2359,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2360,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2361,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2362,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2363,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2364,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2365,2,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2366,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2367,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2368,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2369,2,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2370,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2371,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2372,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2373,4,4,3,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2374,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2375,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2376,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2377,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2378,3,3,1,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2379,2,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2380,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2381,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2382,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2383,2,2,1,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2384,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2385,2,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2386,2,2,2,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2387,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2388,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2389,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2390,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2391,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2392,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2393,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2394,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2395,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2396,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2397,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2398,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2399,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2400,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2401,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2402,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2403,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2404,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2405,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2406,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2407,1,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2408,2,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2409,1,0,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2410,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2411,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2412,1,0,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2413,2,1,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2414,2,0,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2415,1,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2416,2,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2417,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2418,1,0,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2419,2,2,1,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2420,3,2,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2421,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2422,2,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2423,2,1,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2424,2,2,1,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2425,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2426,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2427,4,3,0,0,0,4,0,4,Sinjar,Sinjar
Sinjar,2428,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2429,3,2,1,0,1,1,0,1,Sinjar,Sinjar
Sinjar,2430,3,3,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2431,3,1,0,0,0,1,1,2,Sinjar,Sinjar
Sinjar,2432,1,0,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2433,1,1,0,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2434,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2435,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2436,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2437,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2438,1,0,0,0,1,0,0,0,Sinjar,Sinjar
Sinjar,2439,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2440,2,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2441,3,3,2,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2442,2,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2443,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2444,2,1,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2445,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2446,4,4,0,0,0,2,2,4,Sinjar,Sinjar
Sinjar,2447,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2448,1,1,0,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2449,1,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2450,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2451,3,2,0,0,0,2,1,3,Sinjar,Sinjar
Sinjar,2452,6,5,0,0,0,2,4,6,Sinjar,Sinjar
Sinjar,2453,6,5,3,0,0,1,2,3,Sinjar,Sinjar
Sinjar,2454,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2455,1,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2456,5,3,3,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2457,2,1,0,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2458,1,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2459,1,0,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2460,5,2,0,1,0,2,0,2,Sinjar,Sinjar
Sinjar,2461,2,2,1,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2462,2,1,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2463,3,2,1,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2464,3,1,1,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2465,5,5,1,0,0,2,2,4,Sinjar,Sinjar
Sinjar,2466,1,0,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2467,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2468,4,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2469,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2470,2,2,1,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2471,6,5,1,0,0,4,1,5,Sinjar,Sinjar
Sinjar,2472,2,1,0,0,0,1,1,2,Sinjar,Sinjar
Sinjar,2473,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2474,1,0,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2475,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2476,3,1,0,1,0,2,0,2,Sinjar,Sinjar
Sinjar,2477,3,3,1,0,0,0,2,2,Sinjar,Sinjar
Sinjar,2478,1,0,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2479,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2480,1,1,0,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2481,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2482,1,0,0,0,1,0,0,0,Sinjar,Sinjar
Sinjar,2483,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2484,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2485,2,2,1,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2486,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2487,4,3,1,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2488,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2489,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2490,2,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2491,2,2,0,0,0,0,2,2,Sinjar,Sinjar
Sinjar,2492,7,3,2,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2493,2,1,0,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2494,3,3,0,0,0,3,0,3,Sinjar,Sinjar
Sinjar,2495,2,2,1,0,1,0,0,0,Sinjar,Sinjar
Sinjar,2496,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2497,1,1,0,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2498,4,4,0,0,0,2,2,4,Sinjar,Sinjar
Sinjar,2499,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2500,2,1,0,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2501,1,1,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2502,2,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2503,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2504,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2505,2,2,0,0,0,0,2,2,Sinjar,Sinjar
Sinjar,2506,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2507,4,4,0,0,0,0,4,4,Sinjar,Sinjar
Sinjar,2508,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2509,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2510,5,5,1,0,0,0,3,3,Sinjar,Sinjar
Sinjar,2511,2,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2512,2,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2513,2,2,0,0,0,2,0,2,Sinjar,Sinjar
Sinjar,2514,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2515,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2516,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2517,1,1,0,0,1,0,0,0,Sinjar,Sinjar
Sinjar,2518,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2519,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2520,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2521,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2522,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2523,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2524,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2525,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2526,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2527,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2528,1,1,1,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2529,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2530,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2531,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2532,1,1,0,0,1,0,0,0,Sinjar,Sinjar
Sinjar,2533,4,3,2,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2534,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2535,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2536,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2537,1,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2538,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2539,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2540,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2541,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2542,2,2,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2543,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2544,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2545,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2546,1,1,0,0,0,0,1,1,Sinjar,Sinjar
Sinjar,2547,2,2,1,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2548,1,1,0,0,0,1,0,1,Sinjar,Sinjar
Sinjar,2549,1,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2550,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2551,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2552,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2553,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2554,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Sinjar,2555,0,0,0,0,0,0,0,0,Sinjar,Sinjar
Soran,2292,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2293,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2294,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2295,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2296,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2297,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2298,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2299,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2300,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2301,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2302,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2303,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2304,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2305,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2306,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2307,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2308,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2309,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2310,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2311,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2312,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2313,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2314,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2315,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2316,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2317,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2318,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2319,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2320,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2321,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2322,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2323,1,1,0,0,0,1,0,1,Soran,Soran
Soran,2324,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2325,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2326,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2327,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2328,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2329,1,1,1,0,0,0,0,0,Soran,Soran
Soran,2330,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2331,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2332,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2333,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2334,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2335,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2336,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2337,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2338,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2339,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2340,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2341,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2342,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2343,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2344,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2345,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2346,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2347,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2348,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2349,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2350,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2351,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2352,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2353,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2354,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2355,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2356,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2357,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2358,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2359,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2360,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2361,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2362,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2363,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2364,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2365,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2366,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2367,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2368,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2369,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2370,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2371,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2372,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2373,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2374,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2375,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2376,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2377,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2378,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2379,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2380,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2381,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2382,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2383,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2384,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2385,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2386,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2387,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2388,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2389,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2390,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2391,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2392,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2393,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2394,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2395,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2396,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2397,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2398,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2399,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2400,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2401,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2402,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2403,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2404,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2405,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2406,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2407,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2408,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2409,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2410,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2411,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2412,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2413,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2414,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2415,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2416,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2417,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2418,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2419,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2420,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2421,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2422,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2423,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2424,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2425,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2426,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2427,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2428,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2429,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2430,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2431,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2432,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2433,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2434,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2435,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2436,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2437,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2438,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2439,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2440,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2441,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2442,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2443,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2444,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2445,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2446,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2447,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2448,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2449,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2450,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2451,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2452,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2453,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2454,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2455,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2456,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2457,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2458,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2459,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2460,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2461,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2462,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2463,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2464,0,0,0,0,0,0,0,0,Soran,Soran
Soran,2465,0,0,0,0,0,0,0,0,Soran,Soran
