district,quarter,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,district_1,district_2
Abu Al-Khaseeb,176,4,4,0,0,0,4,0,4,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,177,21,21,6,5,0,10,0,10,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,178,12,12,9,1,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,179,9,9,5,2,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,180,3,3,0,0,0,3,0,3,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,181,4,4,2,0,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,182,3,3,1,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,183,3,3,1,0,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,184,9,9,2,0,0,4,0,4,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,185,17,14,3,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,186,53,50,8,0,0,4,1,5,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,187,123,118,30,2,0,5,1,6,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,188,118,115,14,0,0,3,0,3,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,189,251,245,64,16,0,7,0,7,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,190,220,211,66,100,0,6,0,6,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,191,13,8,1,0,0,2,4,6,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,192,6,5,3,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,193,13,11,5,1,0,2,2,4,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,194,7,6,3,0,0,2,1,3,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,195,3,3,0,0,0,2,1,3,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,196,3,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Ghraib,176,46,46,11,4,0,31,0,31,Abu Ghraib,Abu Ghraib
Abu Ghraib,177,130,130,54,15,0,58,3,61,Abu Ghraib,Abu Ghraib
Abu Ghraib,178,144,144,46,18,0,78,2,80,Abu Ghraib,Abu Ghraib
Abu Ghraib,179,425,425,87,46,0,251,0,251,Abu Ghraib,Abu Ghraib
Abu Ghraib,180,379,379,60,18,0,273,0,273,Abu Ghraib,Abu Ghraib
Abu Ghraib,181,421,421,107,16,0,254,0,254,Abu Ghraib,Abu Ghraib
Abu Ghraib,182,330,330,60,6,0,224,0,224,Abu Ghraib,Abu Ghraib
Abu Ghraib,183,210,210,55,0,0,125,0,125,Abu Ghraib,Abu Ghraib
Abu Ghraib,184,439,438,154,0,0,230,0,230,Abu Ghraib,Abu Ghraib
Abu Ghraib,185,554,531,126,3,0,383,0,383,Abu Ghraib,Abu Ghraib
Abu Ghraib,186,572,511,152,2,0,298,43,341,Abu Ghraib,Abu Ghraib
Abu Ghraib,187,563,505,193,6,0,129,143,272,Abu Ghraib,Abu Ghraib
Abu Ghraib,188,581,538,207,1,0,157,158,315,Abu Ghraib,Abu Ghraib
Abu Ghraib,189,474,418,181,4,8,110,113,223,Abu Ghraib,Abu Ghraib
Abu Ghraib,190,273,249,80,11,1,66,98,164,Abu Ghraib,Abu Ghraib
Abu Ghraib,191,144,142,28,0,0,44,63,107,Abu Ghraib,Abu Ghraib
Abu Ghraib,192,115,113,21,3,0,40,45,85,Abu Ghraib,Abu Ghraib
Abu Ghraib,193,92,91,13,0,0,37,34,71,Abu Ghraib,Abu Ghraib
Abu Ghraib,194,88,85,9,1,2,34,35,69,Abu Ghraib,Abu Ghraib
Abu Ghraib,195,105,105,6,0,1,47,45,92,Abu Ghraib,Abu Ghraib
Abu Ghraib,196,41,41,0,0,0,24,15,39,Abu Ghraib,Abu Ghraib
Adhamiya,176,17,17,4,3,0,10,0,10,Adhamiya,Adhamiya
Adhamiya,177,97,97,33,14,0,46,4,50,Adhamiya,Adhamiya
Adhamiya,178,84,84,35,29,0,17,3,20,Adhamiya,Adhamiya
Adhamiya,179,99,99,30,20,0,39,0,39,Adhamiya,Adhamiya
Adhamiya,180,55,55,30,2,3,19,0,19,Adhamiya,Adhamiya
Adhamiya,181,48,48,13,4,0,27,0,27,Adhamiya,Adhamiya
Adhamiya,182,74,73,27,2,0,38,0,38,Adhamiya,Adhamiya
Adhamiya,183,50,50,15,0,0,28,0,28,Adhamiya,Adhamiya
Adhamiya,184,130,122,44,2,0,70,0,70,Adhamiya,Adhamiya
Adhamiya,185,355,194,93,1,0,138,0,138,Adhamiya,Adhamiya
Adhamiya,186,628,313,165,4,1,186,6,192,Adhamiya,Adhamiya
Adhamiya,187,732,315,146,3,6,170,14,184,Adhamiya,Adhamiya
Adhamiya,188,516,309,114,5,3,132,39,171,Adhamiya,Adhamiya
Adhamiya,189,709,459,208,19,4,162,52,214,Adhamiya,Adhamiya
Adhamiya,190,555,404,163,45,1,137,69,206,Adhamiya,Adhamiya
Adhamiya,191,293,218,54,15,0,92,52,144,Adhamiya,Adhamiya
Adhamiya,192,222,195,75,12,1,66,37,103,Adhamiya,Adhamiya
Adhamiya,193,240,218,48,7,0,115,46,161,Adhamiya,Adhamiya
Adhamiya,194,155,142,26,5,1,71,37,108,Adhamiya,Adhamiya
Adhamiya,195,103,99,20,2,0,45,28,73,Adhamiya,Adhamiya
Adhamiya,196,57,52,8,1,0,25,15,40,Adhamiya,Adhamiya
Afaq,176,0,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,177,1,1,1,0,0,0,0,0,Afaq,Afaq
Afaq,178,0,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,179,0,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,180,4,4,2,0,0,2,0,2,Afaq,Afaq
Afaq,181,0,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,182,0,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,183,0,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,184,1,1,1,0,0,0,0,0,Afaq,Afaq
Afaq,185,3,3,1,0,0,2,0,2,Afaq,Afaq
Afaq,186,14,10,2,0,0,8,0,8,Afaq,Afaq
Afaq,187,8,6,3,0,0,4,0,4,Afaq,Afaq
Afaq,188,6,3,0,0,0,1,1,2,Afaq,Afaq
Afaq,189,32,20,4,2,2,8,7,15,Afaq,Afaq
Afaq,190,21,8,5,1,1,5,0,5,Afaq,Afaq
Afaq,191,25,21,12,1,0,8,0,8,Afaq,Afaq
Afaq,192,0,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,193,1,1,1,0,0,0,0,0,Afaq,Afaq
Afaq,194,1,0,0,0,0,0,0,0,Afaq,Afaq
Afaq,195,3,3,2,0,0,1,0,1,Afaq,Afaq
Afaq,196,0,0,0,0,0,0,0,0,Afaq,Afaq
Ain Al-Tamur,176,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,177,1,1,0,0,0,1,0,1,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,178,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,179,1,1,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,180,2,2,0,0,0,1,0,1,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,181,1,1,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,182,1,1,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,183,3,3,1,0,0,1,0,1,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,184,4,4,2,0,0,2,0,2,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,185,8,8,4,0,0,3,0,3,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,186,5,5,1,0,0,4,0,4,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,187,13,12,6,0,0,2,2,4,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,188,4,2,0,0,2,0,2,2,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,189,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,190,1,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,191,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,192,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,193,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,194,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,195,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Ain Al-Tamur,196,0,0,0,0,0,0,0,0,Ain Al-Tamur,Ain Al-Tamur
Akre,176,1,1,0,0,0,1,0,1,Akre,Akre
Akre,177,0,0,0,0,0,0,0,0,Akre,Akre
Akre,178,0,0,0,0,0,0,0,0,Akre,Akre
Akre,179,0,0,0,0,0,0,0,0,Akre,Akre
Akre,180,1,1,1,0,0,0,0,0,Akre,Akre
Akre,181,1,1,1,0,0,0,0,0,Akre,Akre
Akre,182,0,0,0,0,0,0,0,0,Akre,Akre
Akre,183,0,0,0,0,0,0,0,0,Akre,Akre
Akre,184,1,1,0,0,0,1,0,1,Akre,Akre
Akre,185,4,4,0,0,0,4,0,4,Akre,Akre
Akre,186,1,1,0,0,0,1,0,1,Akre,Akre
Akre,187,3,3,1,0,0,1,0,1,Akre,Akre
Akre,188,1,1,0,0,0,0,1,1,Akre,Akre
Akre,189,1,1,0,0,0,0,1,1,Akre,Akre
Akre,190,2,1,0,1,0,1,0,1,Akre,Akre
Akre,191,3,3,1,0,0,1,0,1,Akre,Akre
Akre,192,1,1,0,0,0,1,0,1,Akre,Akre
Akre,193,0,0,0,0,0,0,0,0,Akre,Akre
Akre,194,6,5,0,0,0,2,2,4,Akre,Akre
Akre,195,7,7,0,1,0,4,2,6,Akre,Akre
Akre,196,1,1,0,0,0,0,1,1,Akre,Akre
Al Resafa,176,18,18,8,1,0,9,0,9,Al Resafa,Al Resafa
Al Resafa,177,94,94,38,13,0,39,4,43,Al Resafa,Al Resafa
Al Resafa,178,72,72,28,24,0,19,1,20,Al Resafa,Al Resafa
Al Resafa,179,99,99,52,5,0,38,0,38,Al Resafa,Al Resafa
Al Resafa,180,91,91,43,4,0,42,0,42,Al Resafa,Al Resafa
Al Resafa,181,82,82,21,2,0,54,0,54,Al Resafa,Al Resafa
Al Resafa,182,71,70,18,0,1,49,0,49,Al Resafa,Al Resafa
Al Resafa,183,74,74,14,0,2,47,0,47,Al Resafa,Al Resafa
Al Resafa,184,109,107,17,0,1,78,0,78,Al Resafa,Al Resafa
Al Resafa,185,183,109,30,0,2,111,0,111,Al Resafa,Al Resafa
Al Resafa,186,309,152,58,0,0,143,5,148,Al Resafa,Al Resafa
Al Resafa,187,590,295,128,1,9,186,19,205,Al Resafa,Al Resafa
Al Resafa,188,362,177,64,1,10,137,31,168,Al Resafa,Al Resafa
Al Resafa,189,495,265,142,37,6,117,29,146,Al Resafa,Al Resafa
Al Resafa,190,494,246,155,34,1,126,25,151,Al Resafa,Al Resafa
Al Resafa,191,318,255,78,13,2,116,36,152,Al Resafa,Al Resafa
Al Resafa,192,168,153,52,9,3,66,19,85,Al Resafa,Al Resafa
Al Resafa,193,260,226,85,26,0,85,27,112,Al Resafa,Al Resafa
Al Resafa,194,203,169,33,2,3,98,32,130,Al Resafa,Al Resafa
Al Resafa,195,143,131,12,4,3,74,38,112,Al Resafa,Al Resafa
Al Resafa,196,53,50,10,3,0,27,10,37,Al Resafa,Al Resafa
Al Sadr,176,12,12,1,0,0,11,0,11,Al Sadr,Al Sadr
Al Sadr,177,343,343,141,97,0,102,3,105,Al Sadr,Al Sadr
Al Sadr,178,432,432,159,151,0,122,0,122,Al Sadr,Al Sadr
Al Sadr,179,144,144,58,12,0,71,0,71,Al Sadr,Al Sadr
Al Sadr,180,124,124,89,2,0,33,0,33,Al Sadr,Al Sadr
Al Sadr,181,87,87,42,2,0,43,0,43,Al Sadr,Al Sadr
Al Sadr,182,111,108,40,2,0,60,0,60,Al Sadr,Al Sadr
Al Sadr,183,74,73,30,0,1,36,0,36,Al Sadr,Al Sadr
Al Sadr,184,124,120,24,1,2,75,0,75,Al Sadr,Al Sadr
Al Sadr,185,240,114,38,1,0,98,0,98,Al Sadr,Al Sadr
Al Sadr,186,475,189,65,0,0,117,3,120,Al Sadr,Al Sadr
Al Sadr,187,630,295,97,2,6,147,33,180,Al Sadr,Al Sadr
Al Sadr,188,331,184,35,1,6,116,47,163,Al Sadr,Al Sadr
Al Sadr,189,731,594,161,36,2,253,66,319,Al Sadr,Al Sadr
Al Sadr,190,682,537,227,102,4,204,47,251,Al Sadr,Al Sadr
Al Sadr,191,257,219,80,25,0,75,35,110,Al Sadr,Al Sadr
Al Sadr,192,428,412,174,45,2,146,42,188,Al Sadr,Al Sadr
Al Sadr,193,995,961,420,79,1,252,196,448,Al Sadr,Al Sadr
Al Sadr,194,124,109,25,3,0,53,27,80,Al Sadr,Al Sadr
Al Sadr,195,120,117,15,6,1,53,36,89,Al Sadr,Al Sadr
Al Sadr,196,44,40,7,2,0,20,10,30,Al Sadr,Al Sadr
Al-Ba'aj,176,1,1,0,0,0,1,0,1,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,177,2,2,1,0,0,1,0,1,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,178,0,0,0,0,0,0,0,0,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,179,1,1,1,0,0,0,0,0,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,180,3,3,3,0,0,0,0,0,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,181,3,3,0,0,0,2,0,2,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,182,3,3,1,0,0,1,0,1,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,183,14,14,0,0,0,10,0,10,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,184,12,12,0,0,0,9,0,9,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,185,5,5,0,0,0,2,0,2,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,186,6,4,1,0,0,3,0,3,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,187,2,2,1,0,0,0,1,1,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,188,4,2,1,0,0,0,1,1,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,189,4,2,1,1,0,0,0,0,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,190,9,9,0,0,1,6,2,8,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,191,19,19,3,1,0,8,6,14,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,192,15,15,0,1,0,11,3,14,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,193,13,12,6,0,1,2,3,5,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,194,7,5,1,0,0,2,1,3,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,195,6,6,2,2,1,0,0,0,Al-Ba'aj,Al-Ba'aj
Al-Ba'aj,196,1,1,0,0,0,0,0,0,Al-Ba'aj,Al-Ba'aj
Al-Chibayish,176,1,1,1,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,177,3,3,2,1,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,178,3,3,3,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,179,3,3,3,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,180,6,6,6,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,181,0,0,0,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,182,1,1,1,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,183,2,2,2,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,184,1,1,1,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,185,0,0,0,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,186,4,4,1,0,0,3,0,3,Al-Chibayish,Al-Chibayish
Al-Chibayish,187,8,7,0,0,0,6,2,8,Al-Chibayish,Al-Chibayish
Al-Chibayish,188,6,6,0,0,0,5,1,6,Al-Chibayish,Al-Chibayish
Al-Chibayish,189,11,11,0,0,0,7,0,7,Al-Chibayish,Al-Chibayish
Al-Chibayish,190,8,6,0,0,0,5,2,7,Al-Chibayish,Al-Chibayish
Al-Chibayish,191,3,2,0,0,0,2,0,2,Al-Chibayish,Al-Chibayish
Al-Chibayish,192,9,9,0,0,0,5,3,8,Al-Chibayish,Al-Chibayish
Al-Chibayish,193,12,7,1,0,0,3,3,6,Al-Chibayish,Al-Chibayish
Al-Chibayish,194,3,3,0,0,0,2,1,3,Al-Chibayish,Al-Chibayish
Al-Chibayish,195,1,0,0,0,0,0,0,0,Al-Chibayish,Al-Chibayish
Al-Chibayish,196,3,2,0,0,0,1,1,2,Al-Chibayish,Al-Chibayish
Al-Daur,176,24,24,11,0,0,13,0,13,Al-Daur,Al-Daur
Al-Daur,177,112,112,48,23,0,41,0,41,Al-Daur,Al-Daur
Al-Daur,178,117,117,59,10,0,46,2,48,Al-Daur,Al-Daur
Al-Daur,179,374,374,174,24,0,140,0,140,Al-Daur,Al-Daur
Al-Daur,180,424,424,200,15,0,176,0,176,Al-Daur,Al-Daur
Al-Daur,181,276,276,109,6,0,130,0,130,Al-Daur,Al-Daur
Al-Daur,182,427,427,187,1,0,166,0,166,Al-Daur,Al-Daur
Al-Daur,183,193,193,76,0,2,74,0,74,Al-Daur,Al-Daur
Al-Daur,184,190,190,45,0,0,100,0,100,Al-Daur,Al-Daur
Al-Daur,185,177,163,61,0,0,89,0,89,Al-Daur,Al-Daur
Al-Daur,186,154,123,31,1,0,65,6,71,Al-Daur,Al-Daur
Al-Daur,187,223,176,62,2,2,53,26,79,Al-Daur,Al-Daur
Al-Daur,188,264,239,116,0,1,62,27,89,Al-Daur,Al-Daur
Al-Daur,189,317,299,123,5,2,82,42,124,Al-Daur,Al-Daur
Al-Daur,190,323,294,115,14,0,89,51,140,Al-Daur,Al-Daur
Al-Daur,191,252,244,119,10,0,62,33,95,Al-Daur,Al-Daur
Al-Daur,192,134,128,53,1,3,45,23,68,Al-Daur,Al-Daur
Al-Daur,193,79,72,21,1,1,27,22,49,Al-Daur,Al-Daur
Al-Daur,194,65,59,19,1,0,18,20,38,Al-Daur,Al-Daur
Al-Daur,195,62,58,9,1,0,26,15,41,Al-Daur,Al-Daur
Al-Daur,196,59,56,7,1,0,28,12,40,Al-Daur,Al-Daur
Al-Hai,176,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,177,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,178,1,1,0,0,0,1,0,1,Al-Hai,Al-Hai
Al-Hai,179,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,180,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,181,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,182,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,183,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,184,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,185,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,186,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,187,2,1,1,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,188,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,189,4,1,1,0,0,2,1,3,Al-Hai,Al-Hai
Al-Hai,190,3,3,1,0,0,2,0,2,Al-Hai,Al-Hai
Al-Hai,191,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,192,1,1,1,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,193,3,3,0,0,0,3,0,3,Al-Hai,Al-Hai
Al-Hai,194,1,1,1,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,195,1,1,1,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hai,196,0,0,0,0,0,0,0,0,Al-Hai,Al-Hai
Al-Hamdaniya,176,60,60,43,4,0,13,0,13,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,177,150,150,65,15,0,66,4,70,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,178,109,109,50,11,0,40,8,48,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,179,235,235,72,11,0,76,0,76,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,180,458,458,222,4,1,171,0,171,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,181,412,412,158,8,0,201,0,201,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,182,407,404,218,0,0,160,0,160,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,183,360,359,215,0,0,119,0,119,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,184,308,308,82,1,0,206,0,206,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,185,431,358,110,1,0,253,0,253,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,186,496,424,164,0,0,232,42,274,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,187,501,424,157,0,2,155,100,255,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,188,547,482,169,2,2,184,111,295,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,189,579,496,215,6,1,183,99,282,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,190,703,632,300,7,10,226,122,348,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,191,745,707,341,16,5,198,138,336,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,192,715,666,271,4,3,237,150,387,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,193,597,532,193,7,4,201,120,321,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,194,627,504,114,11,4,266,103,369,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,195,400,331,63,5,1,181,79,260,Al-Hamdaniya,Al-Hamdaniya
Al-Hamdaniya,196,168,157,18,3,1,81,49,130,Al-Hamdaniya,Al-Hamdaniya
Al-Hawiga,176,10,10,5,1,0,4,0,4,Al-Hawiga,Al-Hawiga
Al-Hawiga,177,31,31,12,1,0,18,0,18,Al-Hawiga,Al-Hawiga
Al-Hawiga,178,36,36,20,1,0,15,0,15,Al-Hawiga,Al-Hawiga
Al-Hawiga,179,69,69,22,0,0,30,0,30,Al-Hawiga,Al-Hawiga
Al-Hawiga,180,110,110,34,1,0,72,0,72,Al-Hawiga,Al-Hawiga
Al-Hawiga,181,173,173,35,1,0,127,0,127,Al-Hawiga,Al-Hawiga
Al-Hawiga,182,232,231,40,3,0,167,0,167,Al-Hawiga,Al-Hawiga
Al-Hawiga,183,196,195,42,0,0,133,0,133,Al-Hawiga,Al-Hawiga
Al-Hawiga,184,265,265,54,1,0,195,0,195,Al-Hawiga,Al-Hawiga
Al-Hawiga,185,291,259,75,0,0,184,0,184,Al-Hawiga,Al-Hawiga
Al-Hawiga,186,223,209,52,2,1,129,15,144,Al-Hawiga,Al-Hawiga
Al-Hawiga,187,273,253,72,2,1,81,66,147,Al-Hawiga,Al-Hawiga
Al-Hawiga,188,281,265,46,1,0,89,80,169,Al-Hawiga,Al-Hawiga
Al-Hawiga,189,342,295,58,4,1,131,65,196,Al-Hawiga,Al-Hawiga
Al-Hawiga,190,412,343,106,30,1,123,62,185,Al-Hawiga,Al-Hawiga
Al-Hawiga,191,248,241,55,19,1,78,59,137,Al-Hawiga,Al-Hawiga
Al-Hawiga,192,66,65,10,2,1,25,24,49,Al-Hawiga,Al-Hawiga
Al-Hawiga,193,41,40,10,1,0,7,21,28,Al-Hawiga,Al-Hawiga
Al-Hawiga,194,56,56,9,8,0,11,18,29,Al-Hawiga,Al-Hawiga
Al-Hawiga,195,56,55,3,2,0,20,27,47,Al-Hawiga,Al-Hawiga
Al-Hawiga,196,37,36,7,0,0,11,11,22,Al-Hawiga,Al-Hawiga
Al-Hindiya,176,4,4,2,1,0,0,1,1,Al-Hindiya,Al-Hindiya
Al-Hindiya,177,14,14,6,0,0,7,1,8,Al-Hindiya,Al-Hindiya
Al-Hindiya,178,7,7,3,1,0,2,1,3,Al-Hindiya,Al-Hindiya
Al-Hindiya,179,6,6,2,1,0,3,0,3,Al-Hindiya,Al-Hindiya
Al-Hindiya,180,3,3,1,1,0,1,0,1,Al-Hindiya,Al-Hindiya
Al-Hindiya,181,18,18,3,0,0,15,0,15,Al-Hindiya,Al-Hindiya
Al-Hindiya,182,15,15,2,0,0,13,0,13,Al-Hindiya,Al-Hindiya
Al-Hindiya,183,6,6,3,0,0,3,0,3,Al-Hindiya,Al-Hindiya
Al-Hindiya,184,7,7,1,0,0,6,0,6,Al-Hindiya,Al-Hindiya
Al-Hindiya,185,8,7,1,0,0,7,0,7,Al-Hindiya,Al-Hindiya
Al-Hindiya,186,10,8,1,0,0,7,0,7,Al-Hindiya,Al-Hindiya
Al-Hindiya,187,7,3,2,0,0,1,0,1,Al-Hindiya,Al-Hindiya
Al-Hindiya,188,3,3,0,0,1,1,0,1,Al-Hindiya,Al-Hindiya
Al-Hindiya,189,5,4,1,0,0,4,0,4,Al-Hindiya,Al-Hindiya
Al-Hindiya,190,9,8,5,0,0,4,0,4,Al-Hindiya,Al-Hindiya
Al-Hindiya,191,1,1,0,0,0,0,1,1,Al-Hindiya,Al-Hindiya
Al-Hindiya,192,1,1,0,0,0,1,0,1,Al-Hindiya,Al-Hindiya
Al-Hindiya,193,0,0,0,0,0,0,0,0,Al-Hindiya,Al-Hindiya
Al-Hindiya,194,1,0,0,0,0,0,0,0,Al-Hindiya,Al-Hindiya
Al-Hindiya,195,1,0,0,0,0,0,0,0,Al-Hindiya,Al-Hindiya
Al-Hindiya,196,1,1,0,0,0,0,1,1,Al-Hindiya,Al-Hindiya
Al-Ka'im,176,18,18,8,5,0,5,0,5,Al-Ka'im,Al-Ka'im
Al-Ka'im,177,45,45,4,1,0,40,0,40,Al-Ka'im,Al-Ka'im
Al-Ka'im,178,69,69,20,7,0,42,0,42,Al-Ka'im,Al-Ka'im
Al-Ka'im,179,106,106,42,26,0,16,0,16,Al-Ka'im,Al-Ka'im
Al-Ka'im,180,118,118,24,9,0,34,0,34,Al-Ka'im,Al-Ka'im
Al-Ka'im,181,115,115,31,1,0,34,0,34,Al-Ka'im,Al-Ka'im
Al-Ka'im,182,153,153,45,0,0,39,0,39,Al-Ka'im,Al-Ka'im
Al-Ka'im,183,305,305,103,0,0,168,0,168,Al-Ka'im,Al-Ka'im
